Barcode,District Name,Name,Party,Candidate Name,Ac_No,Voter Survey Type,Gender,Religion,Qualification,Occupation,Annual Family Income,Age,Did U Vote In The Last Election?,If No Why,If Yes Did The Candidate Your Voted For In The Last Election,The Candidate,Candidates Party,Candidates Caste,IMP: Easier access to drinking water,IMP: Free Electricity,IMP: Free/Subsidized Loans,IMP: Support for Economically-weaker Sections,IMP: Irrigation Programs,IMP: Jobs through rural employment schemes,IMP: Lower rice/wheat prices,IMP: More schools,IMP: More teachers,IMP: School Facilities,IMP: Subsidy for seeds/fertilizers,IMP: Accessibility of MLA/MP,IMP: Better Law and Order/Policing,IMP: Better Public Transport,IMP: Better Roads,IMP: Eradication of Corruption,IMP: More Hospitals/Primary Health Care Centers,IMP: Trustworthiness of MLA,IMP: Security for Women,IMP: Better Electric Supply,IMP: Better Employment Opportunities,IMP: Better Garbage Clearance,IMP: Reservation for Jobs and Education,IMP: Subsidized Food Distribution,IMP: Training for Jobs,PERF: Others,PERF: Easier access to drinking water,PERF: Free Electricity,PERF: Free/Subsidized Loans,PERF: Support for Economically-weaker Sections,PERF: Irrigation Programs,PERF: Jobs through rural employment schemes,PERF: Lower rice/wheat prices,PERF: More schools,PERF: More teachers,PERF: School Facilities,PERF: Subsidy for seeds/fertilizers,PERF: Accessibility of MLA/MP,PERF: Better Law and Order/Policing,PERF: Better Public Transport,PERF: Better Roads,PERF: Eradication of Corruption,PERF: More Hospitals/Primary Health Care Centers,PERF: Trustworthiness of MLA,PERF: Security for Women,PERF: Better Electric Supply,PERF: Better Employment Opportunities,PERF: Better Garbage Clearance,PERF: Reservation for Jobs and Education,PERF: Subsidized Food Distribution,PERF: Training for Jobs,PERF: Others
80019,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,RURAL,Female,HINDU,Primary,Others,,61,Voted,,Y,I,NI,VI,M,M,H,M,M,H,M,H,M-H,H,M,M,H,H,H,M,H,H,,,,,M,,,,A,B,A,A,B,A,A,G,G,G,B,G,G,A,A,A,A,G,,,,,,,,
80020,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,RURAL,Male,HINDU,Primary,Others,"25,001 to 50,000",68,Voted,,,I,NI,,M,M,M,H,M,H,L,H,M-H,H,M,M,H,M,H,M,M,H,M,,,,,,,,A,G,A,A,B,A,B,G,G,G,B,A,A,A,A,B,A,G,,,,,,,,
80021,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,URBAN,Male,,Degree,Business,"50,001 to 1,00,000",39,Voted,,Y,I,,,M,M,M,H,M,M,M,H,M-H,H,M,H,M,M,H,M,M,M-H,,,,,,,,,G,A,A,A,B,A,A,G,G,G,A,G,A,A,G,A,A,G,,,,,,,,
80022,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,RURAL,Male,MUSLIM,High School,Others,"25,001 to 50,000",56,Voted,,Y,I,NI,NI,M,M,M,M,M,M,L,H,H,H,L,M,M,M,H,M,M,M,,,M,,,,,,A,A,A,G,,A,B,G,G,G,B,A,A,A,A,A,A,G,,,,,,,,
80023,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,URBAN,Female,HINDU,Degree,Govt,"1,00,001 to 2,50,000",41,Voted,,,,,,H,M,H,M,H,L,M,M,H,H,H,,,,,,,,,,,,,,,,G,A,A,A,G,B,A,A,G,G,G,,,,,,,,,,,,,,,
80024,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,URBAN,Female,HINDU,Degree,Govt,"1,00,001 to 2,50,000",41,Voted,,,I,,I,M,M,M,,M,,,,M,,,M-H,M,M,H,M,H,H,H,M,H,M,M,M,H,M,,,,,,,,,,,,G,A,A,G,A,A,G,G,A,A,A,A,A,A,A
80025,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,RURAL,Male,HINDU,Degree,Law,"1,00,001 to 2,50,000",41,Voted,,,I,I,,H,M,M,M,L,M,M,M,H,H,H,M-H,H,M,H,M,H,H,M,,M,,M,,,,A,A,A,A,B,A,A,A,G,G,G,G,A,A,G,A,A,G,,,,,,,,
80026,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,RURAL,Male,MUSLIM,High School,Private,"25,001 to 50,000",34,Voted,,,I,I,,H,M,M,H,L,M,M,H,H,H,M,H,M,M,M,L-M,M,M-H,,,M,,M,,,,A,A,A,A,B,A,A,G,G,G,B,G,A,G,A,B,A,G,,,,,,,,
80027,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,URBAN,Female,HINDU,Above Degree,Medical,"2,50,001 to 5,00,000",47,Voted,,Y,I,NI,NI,M,,,,M,,,,M,,,H,H,H,H,M,H,M-H,H,H,H,M,M,H,M,H,,,,,,,,,,,,G,G,A,G,A,A,G,G,A,A,A,A,G,A,G
80028,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,RURAL,Male,HINDU,High School,Business,"50,001 to 1,00,000",63,Voted,,,I,,,M-H,M,M,H,M,M,M,M,H,H,H,H,H,H,M,M,H,H,,,,,,,,,G,A,A,G,A,A,A,A,G,G,G,G,G,A,A,A,A,G,,,,,,,,
80029,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,RURAL,Female,HINDU,Degree,Private,"50,001 to 1,00,000",45,Voted,,,I,I,,H,M,M-H,M,M,M,M,H,M-H,H,M,M,H,M,M,M,H,M,,,,,M,,,,G,A,A,A,B,A,A,G,G,G,B,A,G,B,A,A,G,A,,,,,,,,
80030,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,URBAN,Male,CHRISTIAN,Primary,Others,"50,001 to 1,00,000",67,Voted,,,I,NI,NI,M-H,M,L-M,,,,,,,,,M,H,H,H,,M,H,H,H,M,M,H,H,M,M,G,A,B,,,,,,,,,A,G,G,G,,A,A,G,G,A,A,A,G,B,A
80031,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,RURAL,Male,HINDU,Degree,Law,"1,00,001 to 2,50,000",49,Voted,,,I,NI,NI,H,M,L-M,M,L,,M,H,H,H,L,M,H,H,H,M,H,M,,,,,,,,,A,A,B,A,B,,A,A,G,G,B,A,G,G,G,A,A,A,,,,,,,,
80032,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,URBAN,Female,HINDU,Above Degree,Govt,"1,00,001 to 2,50,000",34,Voted,,,VI,I,,,,M,,,,,,M,,M,M-H,H,H,H,M,H,M-H,M-H,M,M,H,M,M,M,M,,,,,,,,,,,,G,G,G,A,A,A,G,G,A,A,A,G,A,B,A
80033,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,RURAL,Male,CHRISTIAN,Above Degree,Private,"1,00,001 to 2,50,000",46,Voted,,,I,NI,NI,M-H,M,L,M,L,M,M,H,H,H,M,M,H,M,H,L,M,M,,,M,,,,,,A,A,B,A,B,A,A,G,G,G,A,A,G,A,A,B,A,A,,,,,,,,
80034,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,RURAL,Male,MUSLIM,Primary,Business,"50,001 to 1,00,000",54,Voted,,,I,I,NI,M,M,L,M,M,M,M,H,M-H,H,M,M,H,M,H,M,M,M,M,,,,,,,,A,A,B,A,A,A,A,G,G,G,B,A,G,A,G,B,A,A,,,,,,,,
80035,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,RURAL,Male,HINDU,Degree,Govt,"1,00,001 to 2,50,000",57,Voted,,Y,VI,I,NI,,,M,,,,,,,,,M,H,H,H,L,H,H,M,H,M,M,M-H,M,M-H,M,,,,,,,,,,,,A,G,G,G,,G,G,A,G,A,A,G,B,G,A
80036,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,RURAL,Female,CHRISTIAN,Degree,Others,"25,001 to 50,000",40,Voted,,,VI,I,NI,M,M,L,M,L,M,M,H,H,H,M,M,M,L,M,L-M,L,M,M,,,,M,,M,,A,A,B,A,B,B,A,G,G,G,A,A,A,B,B,B,B,A,,,,,,,,
80037,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,URBAN,Male,MUSLIM,High School,Private,"1,00,001 to 2,50,000",64,Voted,,,I,VI,NI,M,,M,,,,M,,,,M,M-H,H,H,H,L-M,M,M,M,H,M,M,H,M,L,M,,,,,,,,,,,,G,G,G,G,B,A,A,A,G,B,,G,A,B,A
80038,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,RURAL,Male,HINDU,Primary,Business,"50,001 to 1,00,000",38,Voted,,,I,NI,NI,M,M,M-H,M,M,H,M,H,H,H,M,M,M,M,M,L,M,H,,,,,M,,M,,G,B,A,A,B,A,A,G,G,G,B,A,G,A,B,A,A,G,,,,,,,,
80039,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,URBAN,Male,HINDU,Primary,Agriculture,"50,001 to 1,00,000",50,Voted,,,I,I,NI,,,M,,M,,,,M,,,M-H,M,M,H,L-M,M,H,M,M,L-M,M,M-H,M,L,M,,,,,,,,,,,,G,A,A,B-G,A,G,G,A,G,A,A,G,A,B,A
80040,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,RURAL,Female,HINDU,Degree,Govt,"1,00,001 to 2,50,000",35,Voted,,,VI,I,NI,M,M,M,L,M,L,M,H,M-H,H,M,M-H,M,M,M,L,M,M,,,M,,M,,,,A,G,A,B,A,B,A,G,G,G,A,G,A,A,B,B,G,A,,,,,,,,
80041,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,URBAN,Male,CHRISTIAN,Degree,Others,"1,00,001 to 2,50,000",49,Voted,,,I,VI,NI,,,,,,,,,,,M,M,H,M,H,M,M,M-H,H,M,M,M,M,L,L,M,,,,,,,,,,,,A,G,A,G,B,A,G,G,A,B,A,A,B,B,A
80042,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,RURAL,Male,HINDU,Above Degree,Medical,"1,00,001 to 2,50,000",43,Voted,,,VI,NI,NI,M,M,M,L,L-M,M,M,H,M-H,H,M,M,H,M,H,L-M,M,M,,,,,,,,,A,G,A,B,B,A,A,G,G,G,A,G,G,A,G,B,A,A,,,,,,,,
80043,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,RURAL,Female,HINDU,Primary,Agriculture,"25,001 to 50,000",47,Voted,,,I,I,I,H,M,M,L,M,M,M,H,M-H,H,M,M,M,L-M,M,L,M,M,M,,M,,,,,,G,A,B,B,A,G,B,G,G,G,A,B,A,B,G,B,A,A,,,,,,,,
80044,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,URBAN,Male,MUSLIM,Degree,Business,"1,00,001 to 2,50,000",57,Voted,,,I,I,NI,M,,M,,,,M,,M,,,M,M,H,H,L,M,M,H,M,L,M,M,M,M,M,,,,,,,,,,,,A,A,G,G,B,A,A,G,A,B,G,,B,B,B
80045,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,RURAL,Male,HINDU,Above Degree,Law,"1,00,001 to 2,50,000",36,Voted,,,VI,I,NI,M,M,L,M,M,M,M,H,M-H,H,L,H,H,M,M,M,M,H,,,,,,,,,A,B,B,A,A,A,A,G,G,G,B,G,G,A,A,B,A,G,,,,,,,,
80046,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,RURAL,Female,HINDU,High School,Others,"1,00,001 to 2,50,000",48,Voted,,Y,VI,I,I,M,M,M-H,H,M,H,M,H,M-H,H,H,M-H,H,H,M,M,H,M-H,M,,M,,,,,,A,A,G,G,A,G,A,G,G,G,A,G,G,A,A,A,A,G,,,,,,,,
80047,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,URBAN,Male,HINDU,Primary,Agriculture,"25,001 to 50,000",61,Voted,,,I,I,I,,,M,,,,M,,M,,,M,H,H,H,M,H,M-H,M-H,M,M,M,M,M,M,M,,,,,,,,,,,,A,G,A,A,A,G,G,G,A,B,A,G,B,A,A
80048,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,RURAL,Male,HINDU,No Education,Agriculture,"10,000 to 25,000",70,Voted,,N,I,VI,I,L,L,M,M,L,M,M,H,H,H,L,M,H,M,L,M,M,M,,,M,,M,,,,B,B,B,A,B,A,B,G,G,G,B,A,G,B,B,B,A,A,,,,,,,,
80049,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,URBAN,Male,MUSLIM,Primary,Business,"50,001 to 1,00,000",51,Voted,,,I,I,NI,M,,M,,M,M,M,,M,,,M-H,H,M,H,M,H,M-H,M-H,M,M,M,M,M,M,M,,,,,,G,,,,,,G,A,A,B-A,B,G,G,G,A,B,A,B,A,B,A
80050,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,RURAL,Female,HINDU,Above Degree,Govt,"1,00,001 to 2,50,000",38,Voted,,,VI,NI,NI,M,M,L-M,M,L-M,M,M,H,M-H,H,M,M,H,M,M,M,M,M,M,,M,,M,,,,A,B,B,A,B,A,A,G,G,G,A,A,G,A,B,B,B,A,,,,,,,,
80051,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,URBAN,Male,HINDU,Degree,Business,"50,001 to 1,00,000",34,Voted,,,I,I,NI,M,,,,M,,M,,M,,M,M-H,H,H,H,M,M,H,H,H,M,M,M,M,M,,,,,,,,,,,,,G,G,G,G,B,A,G,G,G,A,A,B,A,A,
80052,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,RURAL,Male,HINDU,Primary,Private,"50,001 to 1,00,000",49,Voted,,,I,I,I,M,M,L-M,M,L-M,L,M,H,H,H,M,M,H,M,L,M,M,M,M,,M,,M,,,,B,A,B,A,B,B,A,A,B,G,A,A,G,B,B,B,A,B,,,,,,,,
80053,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,URBAN,Male,HINDU,Degree,Others,"1,00,001 to 2,50,000",55,Voted,,,,,,M,,,,M,,,,M,,,H,H,M,H,M,M,H,H,H,M,H,M,M,M,M,,,,,,,,,,,,G,G,A,G,A,A,G,G,A,A,G,A,A,B,A
80054,UTTAR KANNADA,Sirsi,BJP,KAGERI VISHWESHWAR HEGDE,080,RURAL,Male,HINDU,Degree,Others,"50,001 to 1,00,000",26,Did not vote,2,,I,I,NI,M,M,L-M,M,M,M,M,H,H,H,M,H,H,,M,M,M,H,,,,,,,,,A,B,B,A,B,B,A,G,G,G,B,G,G,,A,B,B,A,,,,,,,,
120002,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,RURAL,Female,MUSLIM,PUC,Others,"10,000 to 25,000",18,Did not vote,2,,,,,M,H,L,M,H,M,H,H,M,M,H,H,H,M,L,H,M,M,,,,,,,,,G,A,B,A,,G,G,G,A,A,G,G,A,A,B,G,A,A,,,,,,,,
120003,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,RURAL,Male,HINDU,Primary,Others,,40,Voted,,Y,VI,NI,NI,H,M,M,H,L,M,M,H,M,H,M,M,H,M,M,M,H,M,,,,,,,,,G,A,A,G,B,B,A,G,A,G,A,A,G,A,A,A,G,A,,,,,,,,
120004,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,RURAL,Male,CHRISTIAN,Above Degree,Engineering,,25,Voted,,Y,I,NI,VI,H,M,L,M,H,M,H,M,H,M,M,H,M,L,M,M,H,M,,,,,,,,,,A,B,A,G,A,G,A,,A,A,,A,B,A,A,,A,,,,,,,,
120005,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,RURAL,Male,OTHERS,No Education,Agriculture,,24,Did not vote,1,,,,,H,M,L,M,L,M,H,M,M,H,M,M,H,M,H,M,H,M,,,,,,,,,G,A,B,A,B,A,G,A,A,G,A,A,,A,,A,G,A,,,,,,,,
120006,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,RURAL,Male,HINDU,Above Degree,Medical,"2,50,001 to 5,00,000",58,Voted,,Y,VI,NI,I,M,H,L,M,H,M,H,M,L,M,L,H,M,M,L,M,H,M,,,,,,,,,A,G,B,A,G,A,G,A,B,A,B,,A,A,B,A,G,A,,,,,,,,
120007,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,URBAN,Female,CHRISTIAN,High School,Business,"25,001 to 50,000",42,Did not vote,1,,,,,,,,,,,,,,,,H,M,M,L,M,M,H,H,M,M,M,H,M,,L,,,,,,,,,,,,G,G,A,B,A,A,G,G,G,A,G,A,G,G,B
120008,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,URBAN,Female,OTHERS,Degree,Others,"10,000 to 25,000",60,Voted,,Y,I,VI,NI,,,,,,,,,,,,H,M,H,L,M,H,M,,H,M,L,M,L,M,M,,,,,,,,,,,,G,A,G,B,B,A,G,B,A,G,A,A,B,A,G
120009,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,URBAN,Male,MUSLIM,No Education,Others,"Under 10,000",26,Did not vote,1,,,,,,,,,,,,,,,,M,L,M,L,M,H,M,H,H,L,L,M,M,H,H,,,,,,,,,,,,A,B,A,G,G,A,A,G,A,G,B,A,G,A,G
120010,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,URBAN,,OTHERS,PUC,Private,"10,000 to 25,000",67,Voted,,Y,I,VI,NI,,,,,,,,,,,,H,M,H,L,M,H,H,H,M,H,M,H,L,M,M,,,,,,,,,,,,,A,A,B,A,G,G,A,G,A,A,,,G,
120011,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,URBAN,Female,CHRISTIAN,Above Degree,Law,"1,00,001 to 2,50,000",53,Voted,,Y,NI,,I,,,,,,,,,,,,H,M,M,H,M,H,H,M,H,L,M,,,,,,,,,,,,,,,,G,A,A,,,A,G,A,,B,A,G,A,G,A
120012,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,URBAN,,HINDU,High School,Others,"10,000 to 25,000",32,Voted,,Y,I,,NI,,,,,,,,,,,,H,M,M,H,L,M,H,L,M,H,L,,H,,M,,,,,,,,,,,,,A,A,G,A,,,B,G,A,B,G,G,,
120013,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,URBAN,,MUSLIM,PUC,Others,,56,Did not vote,3,,,,,M,,,,,,,,,,,M,H,M,L,H,M,H,H,M,H,M,H,M,H,M,,,,,,,,,,,,G,G,A,B,,A,G,,A,A,G,G,A,G,A
120014,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,URBAN,,OTHERS,Primary,Agriculture,"10,000 to 25,000",37,Did not vote,1,,,,,,,,,,,,,,,,H,M,L,L,M,M,H,H,H,M,L,M,M,H,M,,,,,,,,,,,,G,A,B,B,A,A,G,G,,A,B,A,G,A,G
120015,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,URBAN,Male,HINDU,Above Degree,Govt,,27,Voted,,Y,I,NI,VI,,,,,,,,,,,,H,M,M,L,M,H,H,H,M,H,L,H,M,H,M,,,,,,,,,,,,,A,G,B,A,G,G,G,A,A,B,G,G,A,G
120016,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,,Female,HINDU,PUC,Others,"Under 10,000",42,Did not vote,1,,,,,,,,,,,,,M,,,H,M,L,L,M,H,H,H,M,H,L,M,M,M,H,,,,,,,,,,,,,A,B,B,A,G,G,A,G,A,B,A,G,A,G
120017,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,URBAN,,HINDU,Degree,Private,"Under 10,000",21,Voted,,Y,NI,I,VI,,,,,,,,,,,,H,M,L,M,H,M,H,H,M,L,L,M,M,H,M,,,,,,,,,,,,G,A,B,G,A,,G,A,G,B,B,A,A,G,A
120018,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,RURAL,Female,MUSLIM,Degree,Others,"10,000 to 25,000",20,Did not vote,2,,,,,H,M,L,M,L,M,H,M,L,M,H,H,M,L,M,M,H,H,,,,,,,,,G,G,B,A,B,A,G,A,B,A,,G,A,B,A,A,G,G,,,,,,,,
120019,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,RURAL,Male,CHRISTIAN,PUC,Agriculture,"10,000 to 25,000",48,Voted,,Y,VI,NI,I,H,M,L,M,H,M,H,M,M,H,M,H,M,L,L,M,M,H,,,,,,,,,G,G,B,G,G,A,A,A,G,A,,,A,B,B,A,A,G,,,,,,,,
120020,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,RURAL,Male,CHRISTIAN,Above Degree,,"1,00,001 to 2,50,000",23,Voted,,N,VI,NI,NI,M,M,L,H,M,L,M,H,M,H,H,H,,H,L,M,H,H,,,,,,,,,G,A,B,G,G,A,B,A,A,G,A,G,G,A,B,A,G,G,,,,,,,,
120021,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,RURAL,Female,CHRISTIAN,Above Degree,Medical,"2,50,001 to 5,00,000",37,Voted,,Y,VI,NI,I,H,H,M,L,H,M,M,H,M,H,M,H,M,M,L,M,H,H,,,,,,,,,G,G,A,B,G,A,A,G,A,G,G,A,G,A,B,A,A,G,,,,,,,,
120022,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,URBAN,Female,OTHERS,Primary,Agriculture,"10,000 to 25,000",34,Voted,,N,I,VI,NI,,,M,,,,,,,,,H,M,M,L,M,H,H,M-H,M,M,L,M,H,M,M,,,,,,,,,,,,G,A,G,B,A,G,G,G,A,G,B,A,G,A,A
120023,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,RURAL,Female,MUSLIM,Primary,Private,"Under 10,000",35,Did not vote,3,,,,,H,H,M,M,H,M,H,M,M,H,M,H,M,M,L,M,H,H,,,,,,,,,G,A,G,A,G,G,A,G,G,A,G,G,G,A,B,A,G,G,,,,,,,,
120024,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,RURAL,Male,MUSLIM,High School,Others,"Under 10,000",43,Voted,,Y,VI,NI,I,H,M,L,M,M,H,H,M,H,M,H,H,M,M,L,H,M,H,,,,,,,,,G,A,B,A,A,G,A,,A,A,G,G,A,A,B,A,G,G,,,,,,,,
120025,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,RURAL,Male,HINDU,High School,Private,"Under 10,000",53,Did not vote,3,,,,,H,M,L,M,M,H,M,H,H,M,H,H,M,H,L,M,H,H,,,,,,,,,G,G,A,A,G,,A,G,A,A,,G,G,A,B,A,G,G,,,,,,,,
120026,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,RURAL,Male,HINDU,Degree,Business,"25,001 to 50,000",28,Voted,,Y,,NI,NI,H,H,L,M,H,M,M,H,M,M,M,H,M,H,L,M,M,H,,,,,,,,,,,B,A,G,A,A,,A,A,A,G,A,,B,A,A,,,,,,,,,
120027,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,RURAL,Female,CHRISTIAN,Degree,Business,"10,000 to 25,000",30,Voted,,Y,VI,I,,M-H,M,L,M,H,M,H,H,M,H,M,H,M,M,L,M,M,H,,,,,,,,,G,A,B,A,G,A,G,G,A,G,A,,A,A,B,,A,G,,,,,,,,
120028,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,URBAN,Female,MUSLIM,No Education,Agriculture,"10,000 to 25,000",59,Voted,,Y,I,NI,,,,,,,,,,,,,H,M,M,L,M,M,H,H,M,H,L,,,M,,,,,,,,,,,,,G,A,A,B,A,A,G,,A,G,B,,G,A,A
120029,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,URBAN,Female,HINDU,No Education,Agriculture,"10,000 to 25,000",66,Voted,,Y,VI,I,NI,,,,,,,,,,,,H,M,M,L,M,M,H,H,M,M-H,L,M,M,H,,,,,,,,,,,,,G,A,A,B,A,A,G,G,A,G,B,A,A,,A
120030,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,URBAN,Female,MUSLIM,Above Degree,Medical,"1,00,001 to 2,50,000",24,Voted,,Y,VI,NI,NI,,,,,,,,,,,,H,M,M,L,M,M,H,H,M,M,L,M,,H,M,,,,,,,,,,,,G,A,G,A,A,A,G,G,A,A,B,A,G,A,A
120031,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,URBAN,Male,MUSLIM,Degree,Private,"10,000 to 25,000",37,Voted,,Y,I,NI,VI,,,M,,,,,,,,,H,M,M,L,M,M,H,H,H,M,H,M,M,H,M,,,,,,,,,,,,G,A,A,B,A,A,G,G,G,A,G,A,A,G,A
120032,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,URBAN,Male,HINDU,PUC,Others,"Under 10,000",62,Voted,,Y,NI,I,VI,,,,,,,,,M,,,H,M,M,L,M,H,M-H,H,M,H,L,M,M,H,M,,,,,,,,,,,,G,A,A,B,A,G,G,G,A,A,B,G,A,G,A
120033,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,RURAL,Male,CHRISTIAN,PUC,Private,"10,000 to 25,000",47,Did not vote,1,,,,,H,H,M,M,H,M,H,H,L,H,M,H,M,H,M,M,M,H,,,,,,,,,G,G,B,A,G,A,,A,A,G,G,,A,A,B,A,A,G,,,,,,,,
120034,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,RURAL,Female,CHRISTIAN,Primary,Agriculture,"10,000 to 25,000",65,Voted,,N,VI,VI,NI,M-H,H,L,M,H,M,M,H,M,M,H,H,M,H,L,M,M,L,,,,,M,,,,,G,B,A,G,A,A,G,A,A,G,G,A,,B,A,A,B,,,,,,,,
120035,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,RURAL,Female,HINDU,Primary,Private,"10,000 to 25,000",35,Did not vote,1,,,,,H,H,L,M,L,M,H,M,H,H,M,H,M,H,L,M,H,H,,,,,,,,,G,G,B,A,A,G,G,A,A,G,A,A,G,A,B,A,G,G,,,,,,,,
120036,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,RURAL,Male,HINDU,Primary,Business,"10,000 to 25,000",,Voted,,Y,NI,NI,VI,H,H,L,M,H,M,M,H,M,H,M,H,M,M,L,H,M,H,,,,,,,,,A,G,B,A,G,A,G,G,A,G,A,,A,A,B,G,A,G,,,,,,,,
120037,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,RURAL,Male,MUSLIM,High School,Others,,45,Voted,,Y,VI,NI,I,H,M,M-H,L,M,M,H,M,H,H,M,H,M,M,L,M,L,M,,,,,,,,,G,A,A,B,A,G,A,G,A,G,G,A,A,G,A,G,A,G,,,,,,,,
120038,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,RURAL,Female,CHRISTIAN,PUC,Private,"10,000 to 25,000",18,Did not vote,2,,,,,H,M,L-M,M,M,H,M,H,M,M,H,H,M,M,L,M,H,H,,,,,,,,,,A,B,A,A,G,A,A,G,A,,G,A,G,A,A,G,G,,,,,,,,
120039,UDUPI,Udupi,BJP,K. RAGHUPATHY BHAT,120,URBAN,Male,HINDU,Primary,Private,"10,000 to 25,000",69,Voted,,N,I,NI,VI,,,,,,,,,,,,H,M,H,H,M,H,H,H,M,M,H,,,M,H,,,,,,,,,,,,G,A,G,G,A,A,G,A,G,G,G,A,,G,A
